"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count"
"hsa04068","FoxO signaling pathway","104/5851","131/8662",0.00175263742480948,0.00533685990617661,0.00284211474293429,"PTEN/IRS2/GADD45G/CREBBP/CCNB3/S1PR4/AKT3/CCNG2/IRS4/KLF2/EP300/PCK1/MAPK8/MAP2K1/CDKN2D/PLK2/RBL2/CDKN2B/EGF/PRKAB1/PIK3CA/EGFR/MDM2/IRS1/CCND1/NRAS/PRKAB2/ATM/STAT3/BCL6/FASLG/SLC2A4/HRAS/MAPK12/INSR/CAT/IL7R/IGF1R/FOXO4/FOXO3/TGFBR2/CSNK1E/SMAD4/PLK1/IKBKB/TGFB2/SKP2/MAPK9/PLK3/CCNB1/PIK3R1/CHUK/MAP2K2/FOXG1/SOD2/GRM1/BRAF/AGAP2/RAG1/SOS1/RAF1/PIK3R3/GADD45A/PIK3CD/PRKAG3/BCL2L11/PCK2/FOXO1/MAPK1/MAPK11/HOMER2/FBXO32/G6PC2/HOMER1/S1PR1/SGK2/SGK3/FBXO25/MAPK10/PIK3CB/SOS2/PIK3R2/MAPK13/CCND2/HOMER3/TGFB1/SETD7/GABARAP/PLK4/TGFBR1/AKT1/SMAD3/MAPK14/CDKN1B/USP7/G6PC3/AKT2/PRKAG2/RAG2/PRKAA2/NLK/STK11/KRAS/IL10",104
"hsa04620","Toll-like receptor signaling pathway","87/5851","108/8662",0.00180684495758979,0.00545279996129776,0.00290385796755502,"IFNA16/IFNA7/LBP/CCL3/CCL4/IFNA10/TLR7/AKT3/TNF/TICAM2/IFNB1/IFNA21/MAPK8/TLR8/MAP2K1/CXCL9/CXCL10/IRAK1/IFNA14/IFNA5/IFNA2/IFNA8/IFNA6/IFNA13/TLR4/IL12B/PIK3CA/TLR9/FADD/RAC1/TICAM1/CASP8/MAP2K3/JUN/TAB1/MAPK12/IFNAR2/CD80/MAP3K8/MAP2K4/CD40/IKBKB/MAPK9/LY96/TLR6/TLR5/TLR3/CD14/PIK3R1/TRAF3/CHUK/MAP2K2/MAP3K7/TYK2/IKBKE/IRAK4/STAT2/TRAF6/RELA/IL12A/PIK3R3/MAP2K6/PIK3CD/JAK1/TOLLIP/IRF9/MAPK1/FOS/IRF7/MAPK11/IL1B/MAPK10/PIK3CB/PIK3R2/RIPK1/MAPK13/SPP1/IFNA4/TLR1/NFKB1/TBK1/TAB2/AKT1/MAPK14/TLR2/AKT2/STAT1",87
"hsa04144","Endocytosis","190/5851","250/8662",0.00191680270348858,0.00573344525468264,0.00305331404095525,"GRK1/SH3GL2/KIF5B/CHMP4B/EPS15L1/ARFGEF2/PSD2/SNX4/HSPA1A/HSPA1B/HSPA1L/HLA-E/ARAP3/CHMP1B/STAM/GBF1/VPS37D/VPS4A/CAPZA3/WASL/RAB22A/SH3KBP1/CHMP4C/PIP5K1C/KIF5A/VPS37C/ARF6/HSPA6/PSD3/GRK5/EGFR/GRK7/PLD1/ZFYVE9/MDM2/CCR5/AGAP3/DNM3/TFRC/CBL/CAV3/LDLR/CXCR1/CAPZA1/CXCR4/SH3GL3/SMAD2/RUFY1/AP2A2/HRAS/IQSEC3/VPS4B/WWP1/AMPH/AP2B1/PARD6G/RAB5A/WIPF2/IGF1R/ASAP3/EHD3/ASAP1/PDGFRA/KIF5C/PSD/RAB11FIP5/TGFBR2/HLA-F/HLA-A/HLA-B/HLA-C/PIP5KL1/EHD2/ZFYVE16/ARFGEF1/CYTH4/PIP5K1A/AGAP5/IGF2R/ITCH/AGAP4/FOLR1/RAB7A/NEDD4/SMURF2/PARD3/PLD2/SMURF1/ARAP2/PIP5K1B/RAB11FIP1/DAB2/WIPF3/VPS29/ARPC1B/RAB5B/PSD4/FOLR2/FGFR3/STAMBP/VPS26B/VPS35/AP2M1/AGAP2/ARF5/ACTR3C/TRAF6/DNM2/PRKCZ/ARAP1/PRKCI/IQSEC1/CYTH1/WIPF1/AGAP1/ACTR2/BIN1/SH3GLB1/CAPZB/EPS15/ACAP1/RAB31/SRC/VPS37A/VPS36/PML/ARFGAP1/RAB11FIP3/SNX5/RAB11FIP2/PDCD6IP/VTA1/ASAP2/NEDD4L/CBLB/PARD6B/SNX2/SNF8/HLA-G/HSPA8/DNAJC6/USP8/ARFGAP3/EHD1/IL2RB/EEA1/EPN1/CLTCL1/SH3GL1/GRK4/HGS/ARRB2/IL2RA/SNX32/EHD4/VPS25/VPS37B/FGFR4/IST1/AGAP6/IQSEC2/RHOA/CLTA/GIT1/CHMP5/SNX3/PARD6A/FGFR2/ARPC1A/RUFY2/TGFBR1/RNF41/SMAD3/ARRB1/CHMP2A/EPN2/GIT2/EPN3/CYTH3/CYTH2/AP2A1/ARFGAP2/ACAP2/ARPC2/ARF4/CXCR2/RAB5C/VPS45/STAM2/CDC42",190
"hsa04722","Neurotrophin signaling pathway","95/5851","119/8662",0.00197044707907861,0.00582843910223261,0.00310390248047891,"SHC4/RPS6KA5/CRK/BDNF/AKT3/CALML5/CALML3/IRAK2/MAPK8/RPS6KA3/MAP2K1/RPS6KA6/IRAK1/RIPK2/MAP3K1/MAP3K5/PIK3CA/SH2B2/NGF/RAC1/IRS1/CAMK2B/NRAS/TP53/FASLG/JUN/HRAS/MAP2K5/MAPK12/FOXO3/SH2B3/RAP1B/IKBKB/NTRK2/MAPK9/BAD/SHC3/GSK3B/CALM1/SHC2/PIK3R1/NTRK3/MAP2K2/IRAK3/PLCG2/PSEN2/PRDM4/BRAF/RPS6KA2/KIDINS220/IRAK4/PRKCD/TRAF6/RELA/SOS1/RAF1/PIK3R3/NGFR/PIK3CD/NTRK1/RPS6KA1/NFKBIB/MAPK1/YWHAE/MAPK11/MATK/NTF3/MAGED1/CRKL/ATF4/PLCG1/ZNF274/MAPK10/PIK3CB/SOS2/PIK3R2/MAPK13/MAP3K3/NFKB1/RHOA/CAMK2G/RAPGEF1/CAMK2A/AKT1/BAX/MAPK14/CAMK2D/GAB1/NTF4/SH2B1/AKT2/SHC1/KRAS/SORT1/CDC42",95
"hsa04270","Vascular smooth muscle contraction","106/5851","134/8662",0.00199588358780519,0.00582843910223261,0.00310390248047891,"ADRA1D/ADRA1A/EDN1/AVP/ADCY1/CALML5/CALML3/ADM2/ROCK1/PLA2G3/PLA2G4A/KCNMB4/AVPR1A/MAP2K1/NPPC/PLA2G2F/PLA2G4D/NPPB/PRKCB/PLA2G12B/PLA2G2E/MYH10/ADCY6/CACNA1S/ITPR3/AVPR1B/MYH14/ADORA2B/AGT/NPR1/CACNA1C/ADCY4/PLCB2/ADCY2/ADCY9/MYH11/MYL9/CALCB/PPP1R12A/PRKACA/PRKCE/CACNA1F/ADCY8/MYH9/ARHGEF12/GNA13/PLCB4/PRKACG/PPP1R12C/GUCY1A2/ITPR2/CALCRL/PRKCQ/KCNU1/NPR2/PLCB3/ADCY7/PLA2G12A/GNAS/RAMP2/PRKCH/CALM1/AGTR1/PRKCG/KCNMA1/MAP2K2/ITPR1/ADCY3/ACTG2/BRAF/MYLK/CALD1/MYLK3/KCNMB3/ARHGEF11/PRKCD/RAF1/ADCY5/CACNA1D/CALCA/EDN2/ROCK2/ADORA2A/MAPK1/GNAQ/EDN3/MYLK2/PLA2G5/PRKG1/PRKCA/ADRA1B/KCNMB1/GNA12/PLCB1/PLA2G4E/PLA2G4F/RHOA/MYLK4/ACTA2/RAMP1/KCNMB2/PLA2G4C/MYL6B/ARHGEF1/PPP1R12B/PRKACB",106
"hsa05212","Pancreatic cancer","63/5851","76/8662",0.00200029270964196,0.00582843910223261,0.00310390248047891,"GADD45G/E2F1/E2F2/AKT3/MAPK8/MAP2K1/ERBB2/CDKN2A/EGF/PIK3CA/EGFR/RAC1/PLD1/CCND1/TP53/STAT3/RALBP1/SMAD2/RB1/BRCA2/TGFBR2/RALGDS/RAC2/SMAD4/IKBKB/TGFB2/MAPK9/BAD/PLD2/PIK3R1/CHUK/BRAF/POLK/RELA/DDB2/RAF1/PIK3R3/GADD45A/PIK3CD/JAK1/MTOR/RAD51/MAPK1/BCL2L1/MAPK10/PIK3CB/PIK3R2/CDK4/ARHGEF6/RPS6KB2/TGFB1/NFKB1/TGFBR1/AKT1/SMAD3/BAX/VEGFA/AKT2/KRAS/RAC3/RPS6KB1/STAT1/CDC42",63
"hsa04152","AMPK signaling pathway","96/5851","121/8662",0.00269943628285123,0.00770043140122057,0.00410082145627131,"ADIPOR2/IRS2/ADRA1A/CIDEA/CREB5/GYS2/AKT3/IRS4/MLYCD/CAMKK2/PCK1/PPP2CB/FBP2/PFKFB2/CPT1C/PFKFB1/EIF4EBP1/PRKAB1/SCD/PIK3CA/FASN/CFTR/IRS1/CCND1/RPTOR/LEP/PRKAB2/PPP2R3B/SLC2A4/PPP2R5E/EEF2K/PPARGC1A/INSR/ACACA/PPP2R2D/IGF1R/CCNA1/FOXO3/CPT1B/PPP2R5D/PPP2R5B/CREB3L1/CPT1A/HNF4A/PPP2R2B/HMGCR/LEPR/PFKP/TBC1D1/PIK3R1/PFKFB4/ULK1/EEF2/MAP3K7/CREB3L2/ACACB/PPP2R1A/PPP2R3A/PIK3R3/SREBF1/PIK3CD/MTOR/PRKAG3/PCK2/CAB39L/FOXO1/PFKL/SCD5/G6PC2/PPP2R1B/CCNA2/PIK3CB/PIK3R2/FBP1/PPP2R5A/LIPE/RPS6KB2/PFKFB3/CRTC2/PPP2R5C/CREB3L3/TSC1/AKT1/STRADB/ELAVL1/G6PC3/TSC2/AKT2/PRKAG2/GYS1/PRKAA2/STK11/PFKM/ADIPOR1/CREB1/RPS6KB1",96
"hsa04514","Cell adhesion molecules","123/5851","158/8662",0.00270300332964311,0.00770043140122057,0.00410082145627131,"CLDN17/CLDN8/NLGN4X/CDH2/SLITRK1/CLDN23/ITGA8/SLITRK5/SDC4/SLITRK4/LRRC4C/CLDN9/CLDN6/SLITRK2/CLDN5/HLA-E/HLA-DQB1/HLA-DQA2/HLA-DQA1/GLG1/CD22/CNTNAP2/SLITRK3/CLDN20/VCAM1/NRXN3/CD2/ICAM1/SELL/CLDN22/CLDN3/SELP/CLDN34/CDH15/CD40LG/ITGAL/CLDN1/CLDN16/CDH1/CLDN4/PDCD1LG2/SELPLG/HLA-DRB5/NRXN1/CLDN25/PTPRS/CNTN1/NLGN1/NLGN4Y/NLGN2/ITGA9/SLITRK6/PTPRM/ITGB2/VCAN/PTPRC/L1CAM/SDC2/CD80/HLA-F/HLA-DOA/HLA-A/HLA-DMB/HLA-B/HLA-C/NEGR1/PTPRF/CLDN2/LRRC4B/ITGAM/CD40/SELE/SIGLEC1/PTPRD/CD34/CDH3/CNTNAP1/ITGB1/NRCAM/ITGA4/NTNG1/MAG/NFASC/CDH5/NRXN2/ITGA6/CD28/CADM1/ITGAV/CD8B/CD99/CLDN7/NCAM2/CD226/CDH4/NEO1/ITGB8/ITGB7/CLDN10/PDCD1/ALCAM/IGSF11/HLA-G/HLA-DMA/HLA-DOB/SPN/ICOS/TIGIT/CLDN15/NTNG2/ICAM2/CD6/SDC1/CNTN2/CADM3/PVR/ICAM3/CLDN18/CTLA4/CLDN11/NCAM1/F11R/SDC3",123
"hsa04972","Pancreatic secretion","82/5851","102/8662",0.00271109862942381,0.00770043140122057,0.00410082145627131,"SCT/ADCY1/BST1/CPA3/PLA2G3/CCKAR/PNLIP/PLA2G2F/PRKCB/PLA2G12B/PLA2G2E/ADCY6/CFTR/RAC1/ITPR3/CELA3B/ATP2B1/ATP2B2/CLCA2/CLCA4/RYR2/CELA2A/ADCY4/CPB2/KCNQ1/PLCB2/ADCY2/ADCY9/ATP2A3/CA2/SLC9A1/ADCY8/SLC12A2/PLCB4/PRSS1/ATP1B2/CEL/RAP1B/ITPR2/ATP1A2/CPA2/ATP1A4/TPCN2/PLCB3/ADCY7/ATP1A1/PLA2G12A/SLC4A2/GNAS/CHRM3/CPB1/PRKCG/KCNMA1/SLC4A4/SLC26A3/ITPR1/RAB3D/ADCY3/ATP1A3/CELA3A/FXYD2/TRPC1/ADCY5/CLCA1/AMY2B/CELA2B/GNAQ/CTRB2/PLA2G5/PRKCA/ATP2A1/ATP1B4/ATP1B3/CD38/PRSS3/PLCB1/ATP2B3/RHOA/ATP2A2/AMY2A/ATP1B1/ATP2B4",82
"hsa05235","PD-L1 expression and PD-1 checkpoint pathway in cancer","72/5851","89/8662",0.00356618135260466,0.0100447441431698,0.005349272028907,"PTEN/CSNK2A3/AKT3/JAK2/BATF/TICAM2/MAP2K1/RASGRP1/TLR4/EGF/PIK3CA/TLR9/EGFR/TICAM1/NRAS/IFNG/MAP2K3/STAT3/CD247/JUN/ZAP70/NFATC2/HRAS/NFATC1/MAPK12/CSNK2A1/EML4/NFATC3/PRKCQ/IKBKB/HIF1A/PTPN6/IFNGR1/PIK3R1/CHUK/MAP2K2/CD3D/TRAF6/RELA/RAF1/PIK3R3/CD28/MAP2K6/LCK/PIK3CD/JAK1/MTOR/NFKBIB/MAPK1/FOS/IFNGR2/MAPK11/PDCD1/CSNK2B/PLCG1/ALK/PPP3CB/PIK3CB/PIK3R2/MAPK13/CSNK2A2/MAP3K3/RPS6KB2/NFKB1/AKT1/LAT/MAPK14/TLR2/AKT2/KRAS/RPS6KB1/STAT1",72
"hsa04350","TGF-beta signaling pathway","86/5851","108/8662",0.00364122948116153,0.0101713683027487,0.00541670501329815,"BMP2/RBL1/BMP6/CREBBP/ID1/LTBP1/GDF7/BMP5/ID3/TNF/ROCK1/BAMBI/INHBB/RBX1/EP300/PPP2CB/INHBC/E2F4/GDF6/CDKN2B/NRROS/CUL1/BMP8A/MYC/THBS1/FBN1/LEFTY1/LEFTY2/GREM2/ZFYVE9/NOG/INHBE/IFNG/TFRC/CHRD/SKI/SMAD2/BMP4/TFDP1/IGSF1/E2F5/TGFBR2/ZFYVE16/SMAD4/TGFB2/SMURF2/SMURF1/LRRC32/ACVR1B/SP1/TF/SIN3A/SKP1/RGMB/HFE/ACVR1C/ACVR1/PPP2R1A/BMP8B/FMOD/TGIF1/MAPK1/BMP7/GDF5/NEO1/FST/SMAD9/PPP2R1B/DCN/TFR2/SMAD1/RPS6KB2/TGFB1/ACVR2A/RGMA/AMHR2/RHOA/TGFBR1/SMAD3/BMPR1B/ID2/SMAD5/BMPR2/NCOR1/RPS6KB1/SKIL",86
"hsa04924","Renin secretion","57/5851","69/8662",0.00380609172714119,0.0105447459325715,0.00561554517119192,"EDN1/PTGER2/CALML5/CALML3/GNAI1/PTGER4/KCNJ2/ADRB1/ADRB2/PDE3A/ADCY6/CACNA1S/ITPR3/CLCA2/CLCA4/AGT/NPR1/CACNA1C/PLCB2/GNAI2/PDE3B/ADCYAP1/PRKACA/PDE1C/CACNA1F/PLCB4/PRKACG/GUCY1A2/ITPR2/PLCB3/GNAS/CALM1/ADRB3/AGTR1/KCNMA1/ITPR1/ADCY5/CACNA1D/PDE1A/EDN2/CLCA1/ADORA1/GNAI3/CTSB/GNAQ/EDN3/PDE1B/PPP3CB/REN/ACE/PLCB1/AQP1/ADCYAP1R1/PRKG2/ORAI1/CREB1/PRKACB",57
"hsa04918","Thyroid hormone synthesis","61/5851","75/8662",0.00565724816729359,0.0155459339881726,0.008278899757015,"CREB5/ADCY1/ATF6B/GPX7/TSHB/HSPA5/LRP2/PRKCB/SLC26A4/ADCY6/SLC5A5/ITPR3/ALB/ADCY4/PLCB2/ADCY2/ADCY9/TPO/PRKACA/TG/ADCY8/PLCB4/PRKACG/ATP1B2/TSHR/ITPR2/ATP1A2/CREB3L1/ATP1A4/DUOX1/PLCB3/ADCY7/ATP1A1/GNAS/PRKCG/TTF1/PDIA4/ITPR1/ADCY3/CREB3L2/ATP1A3/FXYD2/ADCY5/GNAQ/GPX8/PRKCA/ATF4/ATP1B4/ATP1B3/TTF2/DUOX2/DUOXA2/PLCB1/SERPINA7/HSP90B1/CGA/CREB3L3/ASGR2/CREB1/ATP1B1/PRKACB",61
"hsa04370","VEGF signaling pathway","49/5851","59/8662",0.00582546153876464,0.0158790806459875,0.00845631513691641,"AKT3/HSPB1/PLA2G4A/MAP2K1/PLA2G4D/PRKCB/PIK3CA/RAC1/NRAS/NFATC2/HRAS/MAPK12/RAC2/NOS3/KDR/BAD/PTK2/PRKCG/SHC2/PIK3R1/MAP2K2/PTGS2/PLCG2/PXN/RAF1/PIK3R3/PIK3CD/SRC/MAPK1/MAPK11/MAPKAPK3/PRKCA/PLCG1/PPP3CB/PIK3CB/PIK3R2/SPHK2/MAPK13/PLA2G4E/PLA2G4F/AKT1/MAPK14/SH2D2A/VEGFA/PLA2G4C/AKT2/KRAS/RAC3/CDC42",49
"hsa05170","Human immunodeficiency virus 1 infection","160/5851","212/8662",0.00678566199765646,0.0183484300416631,0.0097713532766253,"IFNA16/IFNA7/APOBEC3C/CCNB3/CRK/IFNA10/CUL4A/AKT3/GNG11/CALML5/CALML3/TNF/HLA-E/WEE2/GNAI1/ATR/RBX1/GNG10/IFNB1/IFNA21/MAPK8/LIMK1/MAP2K1/IRAK1/IFNA14/IFNA5/IFNA2/IFNA8/IFNA6/IFNA13/TLR4/PRKCB/GNG3/CUL1/PIK3CA/GNG8/FADD/RAC1/ITPR3/GNG13/NRAS/CCR5/CASP8/CXCR4/ATM/MAP2K3/GNG12/FASLG/CD247/GNB1/JUN/APOBEC3B/NFATC2/TAB1/HRAS/BID/B2M/NFATC1/MAPK12/GNAI2/TNFRSF1B/AP1B1/APOBEC3D/CUL5/SAMHD1/HLA-F/TAP2/HLA-A/HLA-B/TAPBP/HLA-C/NFATC3/RAC2/ITPR2/IKBKB/GNB4/GNB2/GNB3/MAPK9/BAD/AP1M2/PDIA3/PAK2/PTK2/CALM1/DDB1/GNG2/PAK3/PRKCG/TRIM5/CCNB1/PIK3R1/CHUK/MAP2K2/PLCG2/ITPR1/SKP1/MAP3K7/PXN/IRAK4/CD3D/TRAF6/RELA/RAF1/PIK3R3/MAP2K6/CHEK1/PIK3CD/MTOR/GNAI3/NFATC4/MAPK1/FOS/GNAQ/BCL2L1/MAPK11/APOBEC3H/AP1G2/PTK2B/CYCS/CRKL/PRKCA/AP1S2/HLA-G/TAP1/PLCG1/CUL4B/PPP3CB/MAPK10/PAK1/PIK3CB/PIK3R2/GNB5/LIMK2/AP1M1/RIPK1/MAPK13/RPS6KB2/FAS/CFL1/WEE1/IFNA4/AP1G1/CALR/BUB1B-PAK6/PAK6/NFKB1/CASP3/TBK1/TAB2/AKT1/BAX/MAPK14/TRAF5/TLR2/AKT2/TNFRSF1A/KRAS/RAC3/RPS6KB1",160
"hsa04659","Th17 cell differentiation","85/5851","108/8662",0.00695891234108081,0.0184966379670095,0.00985028057414705,"RUNX1/IL27RA/JAK2/RXRB/IL27/HLA-DQB1/HLA-DQA2/HLA-DQA1/IL2/MAPK8/TBX21/HLA-DRB5/IL17F/EBI3/IFNG/STAT3/CD247/JUN/SMAD2/ZAP70/NFATC2/NFATC1/MAPK12/RARA/TGFBR2/HLA-DOA/HLA-DMB/NFATC3/SMAD4/RXRG/IL12RB1/PRKCQ/IKBKB/IL21/HIF1A/MAPK9/GATA3/FOXP3/IL1R1/HSP90AA1/IRF4/IFNGR1/CHUK/IL6ST/JAK3/TYK2/STAT5B/CD3D/RELA/IL1RAP/LCK/IL23R/IL6R/JAK1/MTOR/NFKBIB/MAPK1/FOS/IFNGR2/AHR/MAPK11/RXRA/RORA/HLA-DMA/HLA-DOB/PLCG1/IL1B/IL2RB/PPP3CB/MAPK10/MAPK13/TGFB1/IL2RA/STAT6/NFKB1/IL17A/TGFBR1/LAT/IL4R/SMAD3/MAPK14/HSP90AB1/IL22/STAT1/RORC",85
"hsa04931","Insulin resistance","85/5851","108/8662",0.00695891234108081,0.0184966379670095,0.00985028057414705,"PTEN/IRS2/PPP1R3D/PPP1R3B/SLC27A2/CREB5/GYS2/AKT3/TNF/PPP1R3A/PCK1/MAPK8/RPS6KA3/RPS6KA6/PRKCB/PRKAB1/PPP1R3C/PIK3CA/SOCS3/IRS1/PRKAB2/STAT3/AGT/SLC2A4/PPARGC1A/INSR/PYGL/SLC27A4/PRKCE/CPT1B/TRIB3/PPARGC1B/PTPRF/PYGM/NOS3/CREB3L1/PYGB/PRKCQ/IKBKB/CPT1A/MAPK9/OGT/GSK3B/PIK3R1/GFPT1/CREB3L2/ACACB/RPS6KA2/PRKCD/RELA/PIK3R3/PRKCZ/SREBF1/PIK3CD/MTOR/PRKAG3/PCK2/RPS6KA1/TBC1D4/FOXO1/G6PC2/PTPN1/GFPT2/SLC2A2/MAPK10/PIK3CB/PIK3R2/RPS6KB2/MLX/CRTC2/NFKB1/NR1H2/CREB3L3/AKT1/MLXIPL/G6PC3/AKT2/PRKAG2/TNFRSF1A/GYS1/PRKAA2/SLC27A1/CREB1/RPS6KB1/SLC2A1",85
"hsa05120","Epithelial cell signaling in Helicobacter pylori infection","57/5851","70/8662",0.00705460029097848,0.0184966379670095,0.00985028057414705,"IGSF5/NOD1/ATP6V0D2/ATP6V1G1/MAPK8/ATP6V1F/CXCL2/ATP6V0A2/CXCL1/CXCL3/EGFR/RAC1/HBEGF/CXCR1/ATP6V1B1/JUN/TJP1/MAPK12/ATP6V1H/PTPRZ1/MAP2K4/IKBKB/MAPK9/CHUK/PLCG2/RELA/TCIRG1/ATP6V0A1/ATP6V1C2/ADAM17/SRC/ATP6V1E1/LYN/MAP3K14/MAPK11/ADAM10/ATP6V1C1/ATP6V1G3/PLCG1/ATP6V0A4/ATP6V1D/MAPK10/PAK1/ATP6V0C/MAPK13/ATP6V1E2/CSK/NFKB1/ATP6V0D1/CASP3/GIT1/ATP6V1B2/MAPK14/ATP6V1A/CXCR2/CDC42/F11R",57
"hsa04723","Retrograde endocannabinoid signaling","114/5851","148/8662",0.00705936774480538,0.0184966379670095,0.00985028057414705,"ND1/ND2/ND3/ND4L/ND4/ND5/ND6/GABRG3/ADCY1/GABRA4/GABRG1/GNG11/SLC17A6/GNAI1/NDUFA8/KCNJ3/NDUFA1/SLC32A1/GRIA3/KCNJ9/GABRQ/GABRG2/DAGLA/GABRA2/GNG10/NDUFB11/MAPK8/CNR1/PRKCB/GNG3/GABRA3/GNG8/ADCY6/GRM5/NDUFA12/GRIA2/CACNA1S/ITPR3/GABRR2/GABRP/GNG13/NDUFB4/GNG12/GNB1/CACNA1C/ADCY4/PLCB2/ADCY2/ADCY9/MAPK12/GNAI2/NDUFS4/PRKACA/CACNA1F/ADCY8/PLCB4/PRKACG/ITPR2/GABRA6/NDUFA2/SLC17A8/GABRB2/PLCB3/GNB4/GNB2/ADCY7/GNB3/MAPK9/DAGLB/CACNA1A/GNG2/PRKCG/NDUFV1/RIMS1/GABRB3/GABRA5/PTGS2/ITPR1/GRM1/ADCY3/GRIA1/GABRR1/GABRR3/NDUFS8/ADCY5/CACNA1D/GNAI3/NDUFB10/MAPK1/GNAQ/GABRB1/MAPK11/NDUFA3/NDUFA6/PRKCA/GABRA1/KCNJ5/GABRE/NDUFB6/MAPK10/GNB5/NDUFA7/MAPK13/SLC17A7/CACNA1B/NDUFA5/PLCB1/NDUFS2/NDUFS7/MAPK14/NDUFB3/GABRD/GRIA4/PRKACB",114
"hsa04330","Notch signaling pathway","51/5851","62/8662",0.00724229697421358,0.0187471415764702,0.00998368486320898,"CREBBP/KAT2B/HES5/SNW1/DLL1/NRARP/NOTCH4/NOTCH1/EP300/HES1/ATXN1/HEYL/JAG1/MAML1/RBPJL/TLE1/ITCH/JAG2/NOTCH3/RBPJ/MAML3/CTBP2/LFNG/TLE4/RFNG/KAT2A/PSEN2/DTX1/DVL3/DTX3L/NOTCH2/TLE6/TLE2/NCOR2/ADAM17/APH1A/DVL1/SPEN/DTX2/DLL3/DTX4/PSENEN/DTX3/NUMBL/DLL4/NUMB/DVL2/HEY1/CTBP1/HEY2/MAML2",51
"hsa04625","C-type lectin receptor signaling pathway","82/5851","104/8662",0.0073066717457644,0.0187471415764702,0.00998368486320898,"EGR3/IL17D/CLEC6A/CCL22/AKT3/CALML5/CALML3/PYCARD/TNF/IL2/CYLD/RRAS/MAPK8/NFKB2/IL12B/PIK3CA/ITPR3/MDM2/NRAS/CASP8/JUN/NFATC2/HRAS/NFATC1/CLEC4E/CLEC4D/MAPK12/ARHGEF12/MALT1/NFATC3/ITPR2/IKBKB/CD209/CLEC4M/MAPK9/CALM1/PLK3/PIK3R1/CHUK/PTGS2/PLCG2/ITPR1/RELB/IKBKE/STAT2/PRKCD/RELA/RAF1/IL12A/PIK3R3/NLRP3/PIK3CD/BCL10/IRF9/NFATC4/SRC/MAPK1/MAP3K14/SYK/MAPK11/RRAS2/CBLB/IL1B/PPP3CB/MAPK10/PAK1/PIK3CB/PIK3R2/MAPK13/EGR2/IRF1/NFKB1/RHOA/AKT1/MAPK14/AKT2/CASP1/BCL3/KRAS/STAT1/IL10/KSR1",82
"hsa04211","Longevity regulating pathway","71/5851","89/8662",0.00732136889968659,0.0187471415764702,0.00998368486320898,"ADIPOR2/IRS2/CREB5/ADCY1/KL/AKT3/SESN2/ATF6B/APPL1/IRS4/CAMKK2/EIF4EBP1/PRKAB1/PIK3CA/ADCY6/IRS1/RPTOR/NRAS/PRKAB2/TP53/ADCY4/HRAS/ADCY2/PPARGC1A/ADCY9/INSR/CAT/EHMT1/IGF1R/PRKACA/FOXO3/ADCY8/PRKACG/CREB3L1/ADCY7/PIK3R1/ULK1/SOD2/ADCY3/CREB3L2/RELA/ADCY5/PIK3R3/PIK3CD/MTOR/PRKAG3/FOXO1/RB1CC1/ATF4/EHMT2/PIK3CB/PIK3R2/RPS6KB2/NFKB1/CREB3L3/TSC1/AKT1/BAX/TSC2/AKT2/PRKAG2/SESN3/PRKAA2/STK11/KRAS/EIF4E2/ADIPOR1/CREB1/ATG13/RPS6KB1/PRKACB",71
"hsa05140","Leishmaniasis","62/5851","77/8662",0.00815557378230524,0.0207261950257081,0.0110376186527439,"JAK2/TNF/HLA-DQB1/HLA-DQA2/HLA-DQA1/EEF1A1/CYBB/CR1L/IRAK1/HLA-DRB5/TLR4/PRKCB/IL12B/MARCKSL1/IFNG/IL1A/NCF2/JUN/NCF4/TAB1/ITGB2/MAPK12/ELK1/HLA-DOA/HLA-DMB/ITGAM/TGFB2/EEF1A2/PTPN6/ITGB1/IFNGR1/PTGS2/MAP3K7/C3/NOS2/ITGA4/IRAK4/TRAF6/RELA/IL12A/JAK1/FCGR3A/FCGR3B/NFKBIB/MAPK1/FOS/IFNGR2/MAPK11/HLA-DMA/HLA-DOB/IL1B/MAPK13/TGFB1/NFKB1/TAB2/MAPK14/FCGR1A/TLR2/STAT1/IL10/FCGR2A/CR1",62
"hsa04964","Proximal tubule bicarbonate reclamation","21/5851","23/8662",0.00842560803745746,0.0210987358731611,0.0112360131868905,"GLUD2/PCK1/GLUD1/GLS2/CA2/SLC9A3/ATP1B2/ATP1A2/ATP1A4/ATP1A1/SLC4A4/ATP1A3/FXYD2/PCK2/ATP1B4/ATP1B3/SLC25A10/AQP1/MDH1/ATP1B1/GLS",21
